Symbol	Test	Control
p_18811_1	"retinal pigment epithelium (RPE), adult"	"retinal pigment epithelium (RPE), fetal"
p_18826_1	"UMCL01-101 cell, cultured in RWV Bioreactor (3D assembly)"	"UMCL01-101 cell, grown in suspension culture"
p_18842_1	"lung, tumor"	"lung, control"
p_18850_1	"Placenta cell, Cesarean delivery"	"Placenta cell, Labour spontaneous delivery"
p_18864_1	breast cancer p53 mutated	breast cancer WT
p_18864_2	breast cancer ER+	breast cancer ER-
p_18864_3	breast cancer PR+	breast cancer PR-
p_18864_4	breast cancer HER2+	breast cancer HER2-
p_18864_5	breast cancer BRCA mutated	breast cancer BRCA WT
p_18866_1	"CLL-I83E95 cells, miR-15a/16-1 expression"	"CLL-I83E95 cells, empty vector"
p_18892_1	"U87MG glial cell, AEBP silenced with siRNA"	"U87MG glial cell, scrambled siRNA"
p_18897_1	DietSensitive _1 day; blood	DietResistant _1 day
p_18897_2	DietSensitive _3 weeks; blood	DietResistant _3 weeks
p_18897_3	DietSensitive _6 weeks; blood	DietResistant _6 weeks
p_18897_4	DietSensitive _1 day; blood	Lean_1 day
p_18897_6	Human XYY triploid; tissue	Human male diploid
p_18901_1	GBS6 cells transfected with POU5F1 siRNA-1 treated	GBS6 cells transfected with negative control siRNA 2nd
p_18901_2	GBS6 cells transfected with POU5F1 siRNA-2 treated	GBS6 cells transfected with negative control siRNA 2nd
p_18903_1	MCF-7 cell	MCF-7-14 cell
p_18903_2	MDA-MB-231 cell	MCF-7-14 cell
p_18906_1	"CD36+EPC cell, B19V NS1 treated, 12h"	"CD36+EPC cell, control, 12h"
p_18906_2	"CD36+EPC cell, B19V NS1 treated, 24h"	"CD36+EPC cell, control, 24h"
p_18906_3	"CD36+EPC cell, B19V NS1 treated, 48h"	"CD36+EPC cell, control, 48h"
p_18912_1	MCF-7R4 cells	MCF-7 cells
p_18913_1	"HUVEC, VEGF treated, siRNA targeting Egr-3, 0h"	"HUVEC, VEGF treated, 0h"
p_18913_2	"HUVEC, VEGF treated, siRNA targeting Egr-3, 1h"	"HUVEC, VEGF treated, 1h"
p_18913_3	"HUVEC, VEGF treated, siRNA targeting Egr-3, 4h"	"HUVEC, VEGF treated, 4h"
p_18913_4	"HUVEC, Egr-3 siRNA #2, VEGF 0h treatment; time course"	"control, VEGF 0h"
p_18913_5	"HUVEC, Egr-3 siRNA #2, VEGF 1h treatment; time course"	"control, VEGF 1h"
p_18913_6	"HUVEC, Egr-3 siRNA #2, VEGF 4h treatment; time course"	"control, VEGF 4h"
p_18914_1	"Somatic cell, GDNF-TSC"	"Spermatogonia cell, GDNF-SSC"
p_18931_1	"Mammary epithelial cells, FACS sorted, PKH-Positive"	"Mammary epithelial cells, FACS sorted, PKH-Negative"
p_18946_1	"DG75, miR-K10 treated"	"DG75, miR-GFP treated"
p_18946_2	"DG75, miR-K12 treated"	"DG75, miR-GFP treated"
p_18946_3	"EA.hy296 cell, miR-K10 treated"	"EA.hy296 cell, miR-GFP treated"
p_18946_4	"EA.hy296 cell, miR-K12 treated"	"EA.hy296 cell, miR-GFP treated"
p_18947_1	"Sosp-9607 cells, high metastatic potential"	"Sosp-9607cells, low metastatic potential"
p_18947_2	"Saos-2 cells, high metastatic potential"	"Saos-2 cells, low metastatic potential"
p_18959_1	"RA-specified astrocyte, 210d"	"Neuroepithelial cell, 17d"
p_18959_2	"FGF8-specified astrocyte, 210d"	"Neuroepithelial cell, 17d"
p_18959_3	Day-180 FGF8-specified astrocytes	Day-17 neuroepithelial cells
p_18969_1	obstructed fetal kidney	normal fetal kidney
p_18973_1	"HepG2 cell, HNF4a,g knockdown"	"HepG2 cell, control"
p_18995_1	"Lung cell, Donation after cardiac death (DCD) patient, post-transplant"	"Lung cell, Donation after cardian death (DCD) patient, pre-transplant"
p_18995_2	"Lung cell, Donation after brain death (DBD) patient, post-transplant"	"Lung cell, Donation after brain death (DBD) patient, pre-transplant"
p_18997_1	"testicular biopsy,spermatogenic stage - score 3"	"testicular biopsy,spermatogenic stage - score 2"
p_19018_1	"Imr 90 cell, old, 3% oxygen"	"Imr 90 cell, young, 3% oxygen"
p_19018_2	"Imr 90 cell, senescent, 20% oxygen"	"Imr 90 cell, young, 20% oxygen"
p_19060_1	"meniscal tissue, osteoarthritis"	"meniscal tissue, normal"
p_19069_01	Adult T-cell leukemia/lymphoma	Activated CD4+ T-cell
p_19069_02	Anapalstic Large cell lymphoma ALK-	Activated CD4+ T-cell
p_19069_03	Anapalstic Large cell lymphoma ALK+	Activated CD4+ T-cell
p_19069_04	Angioimmunoblastic T-cell lymphoma	Activated CD4+ T-cell
p_19069_05	"Peripheral T-Cell lymphoma, unspecified"	Activated CD4+ T-cell
p_19069_06	Resting CD4+ T-cells	Activated CD4+ T-cell
p_19069_07	"T-cell acute lymphoblastic leukemia, JURKAT"	Activated CD4+ T-cell
p_19069_08	"T-cell acute lymphoblastic leukemia, MOLT3"	Activated CD4+ T-cell
p_19069_09	"T-cell acute lymphoblastic leukemia, PEER"	Activated CD4+ T-cell
p_19069_10	"T-cell line, Sezary syndrome"	Activated CD4+ T-cell
p_19069_11	T-cell prolymphocytic leukemia	Activated CD4+ T-cell
p_19098_1	"HUVEC cell, unspread, VEGF"	"HUVEC cell, unspread, no VEGF"
p_19098_2	"HUVEC cell, spread, VEGF"	"HUVEC cell, spread, no VEGF"
p_19123_1	"MCF7 cells, media with 25mM lactic acid, 1h"	"MCF7 cells, control media, 1h"
p_19123_2	"MCF7 cells, media with 25mM lactic acid, 4h"	"MCF7 cells, control media, 4h"
p_19123_3	"MCF7 cells, media with 25mM lactic acid, 12h"	"MCF7 cells, control media, 12h"
p_19123_4	"MCF7 cells, media with 25mM lactic acid, 24h"	"MCF7 cells, control media, 24h"
p_19123_5	"MCF7 cell, lactic acidosis"	"MCF7 cells, control"
p_19123_6	"MCF7 cell, glucose deprivation"	"MCF7 cells, control"
p_19123_7	"MCF7 cell, hypoxia"	"MCF7 cells, control"
p_19128_1	"PBMC, Astragalus treated, 18h"	"PBMC, untreated, 18h"
p_19128_2	"PBMC, Astragalus treated, 18h"	"PBMC, EtOH treated, 18h"
p_19128_3	"PBMC, Sambucus treated, 18h"	"PBMC, EtOH treated, 18h"
p_19128_4	"PBMC, Urtica treated, 18h"	"PBMC, EtOH treated, 18h"
p_19128_5	"PBMC, Sambucus treated, 18h"	"PBMC, untreated, 18h"
p_19128_6	"PBMC, Urtica treated, 18h"	"PBMC, untreated, 18h"
p_19197_1	"SK-N-MC cells,hypoxia, grown as spheroid"	"SK-N-MC cells, normoxia, grown as spheroid"
p_19197_2	"TC-252 cells, hypoxia, grown as spheroid"	"TC-252 cells, normoxia, grown as spheroid"
p_19201_1	"NB4 cells, ATRA treated, 4h"	"NB4 cells, untreatead"
p_19201_2	"NB4 cells, ATRA treated, 12h"	"NB4 cells, untreatead"
p_19201_3	"NB4 cells, ATRA treated, 24h"	"NB4 cells, untreatead"
p_19201_4	"NB4 cells, ATRA treated, 48h"	"NB4 cells, untreatead"
p_19201_5	"NB4 cells, ATRA treated, 72h"	"NB4 cells, untreatead"
p_19240_1	"Endothelial cell, IL-1 beta treated, 4h"	"Endothelial cell, control"
p_19240_2	"Endothelial cell, IL-1 beta treated, 8h"	"Endothelial cell, control"
p_19240_3	"Endothelial cell, IL-1 beta treated, 16h"	"Endothelial cell, control"
p_19246_1	"B cell lymphoma, activated, fresh/frozen"	"B cell lymphoma, unclassified, fresh/frozen"
p_19246_2	"B cell lymphoma, greminal center, fresh/frozen"	"B cell lymphoma, unclassified, fresh/frozen"
p_19246_3	"B cell lymphoma, activated, formalin fixed paraffin embedded"	"B cell lymphoma, unclassified, formalin fixed paraffin embedded"
p_19246_4	"B cell lymphoma, greminal center, formalin fixed paraffin embedded"	"B cell lymphoma, unclassified, formalin fixed paraffin embedded"
p_19314_1	"peripheral blood mononuclear cells, Sarcoidosis"	"peripheral blood mononuclear cells, healthy control"
p_19314_2	"peripheral blood mononuclear cells, hypersensitivity pneumonitis"	"peripheral blood mononuclear cells, healthy control"
p_19315_1	"THP-1 cell, LPS treated"	"THP-1 cell, control"
p_19315_2	"THP-1 cell, ST treated"	"THP-1 cell, control"
p_19332_1	"motor neuron, CHMP2B mutant individual"	"motor neuron, Neurologically normal control"
p_19339_1	"leukocyte, myocardial infarction"	"leukocyte, normal"
p_19345_1	"Neural progenitor cell, HCMV infected, 4h"	"Neural progenitor cell, control"
p_19345_2	"Neural progenitor cell, HCMV infected, 12h"	"Neural progenitor cell, control"
p_19345_3	"Neural progenitor cell, HCMV infected, 24h"	"Neural progenitor cell, control"
p_19352_1	ovary cancer	Ovarian surface epithelium cells
p_19383_1	"Breast cell, BRCA1 mutant"	"Breast cell, wild type"
p_19383_2	"Breast cell, BRCA2 mutant"	"Breast cell, wild type"
p_19383_3	"Ovary cell, BRCA1 mutant"	"Ovary cell, wild type"
p_19383_4	"Ovary cell, BRCA2 mutant"	"Ovary cell, wild type"
p_19393_1	"Primary subcutaneous preadipocyte cell, exposed to glucocorticoid"	"Primary subcutaneous preadipocyte cell, control"
p_19406_1	"FADU cell, expressed dODD"	"FADU cell, expressed control"
p_19406_2	"FADU cell, expressed Twist1"	"FADU cell, expressed control"
p_19406_3	"FADU cell, expressed Bmi1"	"FADU cell, expressed control"
p_19445_1	"LNCaP cells, DHT treated"	"LNCaP cells, serum starved, control"
p_19445_2	"LNCaP cells, DHT + Etoposide treated"	"LNCaP cells, serum starved, control"
p_19445_3	"LNCaP cells, DHT + Merbarone treated"	"LNCaP cells, serum starved, control"
p_19445_4	"LNCaP cells, control shRNA, DHT treated"	"LNCaP cells, control shRNA"
p_19445_5	"LNCaP cells, shRNA targeting TOPO2B"	"LNCaP cells, control shRNA"
p_19445_6	"LNCaP cells, shRNA targeting TOPO2B, DHT treated"	"LNCaP cells, control shRNA"
p_19495_1	"Hepatocellular caicinoma cells, HisOH treated"	"Hepatocellular carcinoma cells, control"
p_19510_1	"WI-38 cell, 0.1uM BPDE"	"WI-38 cell, DMSO control"
p_19510_2	"WI-38 cell, 0.5uM BPDE"	"WI-38 cell, DMSO control"
p_19510_3	"WI-38 cell, 1uM BPDE"	"WI-38 cell, DMSO control"
p_19533_1	"Diaphargm muscle, after surgery"	"Diaphargm muscle, before surgery"
p_19592_1	"H460 cell, DUSP1/MKP1 stimulated"	"H460 cell, control"
p_19615_1	Recurrent breast cancer	non-recurrent breast cancer
p_19615_2	ER+ breast cancer	ER- breast cancer
p_19615_3	PR+ breast cancer	PR- breast cancer
p_19615_4	HER2+ breast cancer	HER2- breast cancer
p_19615_5	Node + breast cancer	Node - breast cancer
p_19615_6	Ductal breast cancer	lobular breast cancer
p_19625_1	"THP1 cell, LPS treated"	"THP1 cell, control"
p_19625_2	"THP1 cell, LPS treated, Q10 treated"	"THP1 cell, control"
p_19627_1	"THP1 cell, LPS treated"	"THP1 cell, control"
p_19627_2	"THP1 cell, LPS treated, Q10H2 treated"	"THP1 cell, control"
p_19638_1	"MCF cells, 17AAG treated"	"MCF cells, untreated"
p_19638_2	"MCF cells, AUY922 treated"	"MCF cells, untreated"
p_19638_3	"MCF cells, CDK-887 treated"	"MCF cells, untreated"
p_19638_4	"MCF cells, doxorubicin treated"	"MCF cells, untreated"
p_19638_5	"MCF cells, E973 treated"	"MCF cells, untreated"
p_19638_6	"MCF cells, SN38 treated"	"MCF cells, untreated"
p_19639_1	"MCF7 cell, Long-term estrogen-deprived"	"MCF7 cell, control"
p_19639_2	"ZR75-1 cell, Long-term estrogen-deprived"	"ZR75-1 cell, control"
p_19639_3	"MDA-361 cell, Long-term estrogen-deprived"	"MDA-361 cell, control"
p_19639_4	"HCC-1428 cell, Long-term estrogen-deprived"	"HCC-1428 cell, control"
p_19643_1	"MSC cell, PGC-1 alpha infected"	"MSC cell, Ad-GFP infected"
p_19650_1	Intraductal papillary-mucinous adenoma cell	Normal main pancreatic duct cell
p_19650_2	Intraductal papillary-mucinous carcinoma cell	Normal main pancreatic duct cell
p_19650_3	Intraductal papillary-mucinous tumor	Normal main pancreatic duct cell
p_19670_1	"SKBR3 cells, siRNA targeting p53"	"SKBR3 cells, siRNA targeting LacZ, control"
p_19670_10	"SKBR3 cells knocked down for mutp53 expression, treated with vitamin D3 for50h; time course"	SKBR3 control treated with vitamin D3 for 50h
p_19670_2	"SKBR3 cells, siRNA targeting p53., vitamin D3 treated, 8h"	"SKBR3 cells, siRNA targeting LacZ, vitamin D3 treated, 8h, control"
p_19670_3	"SKBR3 cells, siRNA targeting p53, vitamin D3 treated, 20h"	"SKBR3 cells, siRNA targeting LacZ, vitamin D3 treated, 20h, control"
p_19670_4	"SKBR3 cells, siRNA targeting p53, vitamin D3 treated, 50h"	"SKBR3 cells, siRNA targeting LacZ, vitamin D3 treated, 50h, control"
p_19670_5	"SKBR3 cells knocked down for mutp53 expression, treated with vitamin D3 for 20h; time course"	SKBR3 cells knocked down for mutp53 expression
p_19670_6	"SKBR3 cells knocked down for mutp53 expression, treated with vitamin D3 for50h; time course"	SKBR3 cells knocked down for mutp53 expression
p_19670_7	SKBR3 cells knocked down for mutp53 expression; treat; time course	SKBR3 control cells
p_19670_8	"SKBR3 cells knocked down for mutp53 expression, treated with vitamin D3 for 8h; time course"	SKBR3 control treated with vitamin D3 for 8h
p_19670_9	"SKBR3 cells knocked down for mutp53 expression, treated with vitamin D3 for 20h; time course"	SKBR3 control treated with vitamin D3 for 20h
p_19672_1	"CCSM cell, MaxiK silenced"	"CCSM cell, control"
p_19678_1	"U87TR-Da cells, DACH1-induced, DMEMF (serum-containing)"	"U87TR-Da cells, DACH1-silenced, DMEMF (serum-containing)"
p_19678_2	"U87TR-Da cells, DACH1-induced, NBE (serum-free)"	"U87TR-Da cells, DACH1-silenced, NBE (serum-free)"
p_19680_1	"M07 cell line, anti-miR-125b treated"	"M07 cell line, non-silencing control"
p_19680_2	"CMK cell line, anti-miR-125b treated"	"CMK cell line, non-silencing control"
p_19680_3	"M07 cell line, anti-miR-125b; siRNA treat"	"M07 cell line, non-silencing control"
p_19681_1	"Leukemic blast cell, ML, Down syndrome patient"	"Leukemic blast cell, AML patient"
p_19681_2	"Leukemic blast cell, Down syndrome, transient leukemia"	"Leukemic blast cell, AML patient"
p_19686_1	"Hs683 cell, shQk-2 infected"	"Hs683 cell, shGFP infected"
p_19686_2	"Hs683 cell, shQk-5 infected"	"Hs683 cell, shGFP infected"
p_19688_1	"Hs683 cell , QK-knockdown, miR-20a treated"	"Hs683 cell , QK-knockdown, control"
p_19690_1	"U87 cell , QK-knockdown, miR-20a treated"	"U87 cell , QK-knockdown, control"
p_19693_1	Hs683 cells infected with shQk-2; treat	Hs683 cells infected with shGFP as control
p_19693_2	Hs683 cells infected with shQk-5; treat	Hs683 cells infected with shGFP as control
p_19693_3	QK-knockdown Hs683 cells transduced with and miR-20a; siRNA treat	QK-knockdown Hs683 cells transduced with a scrambled non-targeting microRNA (miR-NT)
p_19693_4	QK-knockdown U87 transduced with miR-20a; siRNA treat	QK-knockdown U87 transduced with a scrambled non-targeting microRNA (miR-NT)
p_19697_1	HER2+ breast cancer	HER2- breast cancer
p_19697_2	Node + breast cancer	Node - breast cancer
p_19697_3	Recurrent breast cancer	non-recurrent breast cancer
p_19703_1	"P493-6 B cell, Low Myc"	"P493-6 B cell, No Myc"
p_19703_2	"P493-6 B cell, High Myc"	"P493-6 B cell, No Myc"
p_19713_1	"PCSC-1 cell, sphere type"	"PCSC-1 cell, parental"
p_19713_2	"PCSC-2 cell, sphere type"	"PCSC-2 cell, parental"
p_19713_3	"PCSC-3 cell, sphere type"	"PCSC-3 cell, parental"
p_19728_1	Apilocytic astrocytoma	pooled normal brain tissue
p_19728_2	diffusely infiltrating astrocytic gliomas	pooled normal brain tissue
p_19728_3	anaplastic astrocytomas	pooled normal brain tissue
p_19728_4	Glioblastoma multiforme (GBM) glioblastomas	pooled normal brain tissue
p_19735_1	hESC Ebs differentiated for 14 days in pro-angiogenic cytokines	Human Umbilical Vein ECs cultured in serum free conditions for 48 hours
p_19735_2	purified hESC-derived ECs isolated at day 14 of differentiation in the presence of TGFbeta inhibition	Human Umbilical Vein ECs cultured in serum free conditions for 48 hours
p_19735_3	purified hESC-derived ECs isolated at day 14 of differentiation and cultured for an additional 10 days in the presence of TGFbeta inhibition	Human Umbilical Vein ECs cultured in serum free conditions for 48 hours
p_19735_4	Human Umbilical Vein Smooth Muscle Cells cultured in serum free conditions for 48 hours	Human Umbilical Vein ECs cultured in serum free conditions for 48 hours
p_19735_5	isolated and Human Cord Blood CD34+ Cells	Human Umbilical Vein ECs cultured in serum free conditions for 48 hours
p_19737_1	"MDA-MB-231 cell, miR-145 overexpress"	"MDA-MB-231 cell, control"
p_19777_1	"Fulvestrant-resistant breast cancer cell, si221 treated"	"Fulvestrant-resistant breast cancer cell, control"
p_19777_2	"Fulvestrant-resistant breast cancer cell, si222 treated"	"Fulvestrant-resistant breast cancer cell, control"
p_19797_1	"HeLa cell, chicken HSF1"	"HeLa cell, wt HSF1"
p_19797_2	"HeLa cell, mutated human HSF1"	"HeLa cell, wt HSF1"
p_19804_1	lung cancer	normal lung tissue
p_19810_1	"HTR-8 cell, P.gingivalis infected"	"HTR-8 cell, control"
p_19816_1	"HUVEC cell, IL1-beta treated"	"HUVEC cell, control"
p_19816_2	"HUVEC cell, Actinomycin D treated"	"HUVEC cell, control"
p_19816_3	"HUVEC cell, Actinomycin D +IL1-beta treated"	"HUVEC cell, control"
p_19816_4	"HUVEC cell, with Hank's buffered salt + vWF"	"HUVEC cell, with Hank's buffered salt"
p_19826_1	"Gastric cell, cancer, stage 2"	"Gastric adjacent tissue, non cancer"
p_19862_1	"colorectal cancer tissue, bevacizumab_non-responder"	"colorectal cancer tissue, bevacizumab_responder"
p_19864_01	shRB  (Growing)	MLP (Growing)
p_19864_02	shp107 (Growing)	MLP (Growing)
p_19864_03	shp130  (Growing)	MLP (Growing)
p_19864_04	shRB  (0.1% FBS)	MLP (0.1% FBS)
p_19864_05	shp107  (0.1% FBS)	MLP (0.1% FBS)
p_19864_06	shp130  (0.1% FBS)	MLP (0.1% FBS)
p_19864_07	shRB (Confluent)	MLP (Confluent)
p_19864_08	shp107 (Confluent)	MLP (Confluent)
p_19864_09	shp130 (Confluent)	MLP (Confluent)
p_19864_1	"IMR 90 cell, MLP treated, 0.1% FBS"	"IMR 90 cell, MLP treated, growing"
p_19864_10	"IMR 90 cell, shRB treated, senescent"	"IMR 90 cell, shRB treated, growing"
p_19864_11	"IMR 90 cell, shp107 silenced, senescent"	"IMR 90 cell, shp107 silenced, growing"
p_19864_12	"IMR 90 cell, shp130 silenced, senescent"	"IMR 90 cell, shp130 silenced, growing"
p_19864_2	"IMR 90 cell, shRB treated, 0.1% FBS"	"IMR 90 cell, shRB treated, growing"
p_19864_3	"IMR 90 cell, shp107 silenced, 0.1% FBS"	"IMR 90 cell, shp107 silenced, growing"
p_19864_4	"IMR 90 cell, shp130 silenced, 0.1% FBS"	"IMR 90 cell, shp130 silenced, growing"
p_19864_5	"IMR 90 cell, MLP treated, confluent"	"IMR 90 cell, MLP treated, growing"
p_19864_6	"IMR 90 cell, shRB treated, confluent"	"IMR 90 cell, shRB treated, growing"
p_19864_7	"IMR 90 cell, shp107 silenced, confluent"	"IMR 90 cell, shp107 silenced, growing"
p_19864_8	"IMR 90 cell, shp130 silenced, confluent"	"IMR 90 cell, shp130 silenced, growing"
p_19864_9	"IMR 90 cell, MLP treated, senescent"	"IMR 90 cell, MLP treated, growing"
p_19882_1	PTL ECs	Reactive lymph node-derived ECs
p_19882_2	DLBCL ECs	Reactive lymph node-derived ECs
p_19899_1	"IMR90 cells, growing, shRNA targeting RB"	"IMR90 cells, growing, vector control"
p_19899_10	"IMR90 cells, ras-induced senescence, shRNA targeting RB"	"IMR90 cells, ras-induced senescence, vector control"
p_19899_11	"IMR90 cells, ras-induced senescence, shRNA targeting p107"	"IMR90 cells, ras-induced senescence, vector control"
p_19899_12	"IMR90 cells, ras-induced senescence, shRNA targeting p130"	"IMR90 cells, ras-induced senescence, vector control"
p_19899_2	"IMR90 cells, growing, shRNA targeting p107"	"IMR90 cells, growing, vector control"
